protein,rank
MYPT2_HUMAN,0.01736921233952428
PI51B_HUMAN,0.01736936807554195
FNBP1_HUMAN,0.017369600508259617
EIF3E_HUMAN,0.0173719524249594
M0QYV0_HUMAN,0.017369789039024162
ARHGI_HUMAN,0.01736922827749846
TCRGL_HUMAN,0.0173700031760644
BMX_HUMAN,0.01736912137385432
PP16B_HUMAN,0.017368880438546633
ABL1_HUMAN,0.017369668727015425
DIM1_HUMAN,0.017372411125783516
MCF2L_HUMAN,0.01736803917595738
A20A4_HUMAN,0.017368653033219616
RHGBB_HUMAN,0.017368814707277226
ADCY5_HUMAN,0.017368725750838036
AKP13_HUMAN,0.01736998673819625
EXOC7_HUMAN,0.01737031283897072
AP4E1_HUMAN,0.017369996926321
TBB1_HUMAN,0.01736989208229504
GBA2_HUMAN,0.01736972511402579
ACY3_HUMAN,0.017366483135430474
KLHL9_HUMAN,0.01736987862077644
PKHL1_HUMAN,0.01736660733086642
GAN_HUMAN,0.017370047563138244
SPTN5_HUMAN,0.017369699200768373
FOLR1_HUMAN,0.01737035983402521
BMPR2_HUMAN,0.017369468761453174
MP2K5_HUMAN,0.01736927982045148
KLHL8_HUMAN,0.0173671997217504
AP3S2_HUMAN,0.017369710012074706
ARHGC_HUMAN,0.017368789257710328
SI1L1_HUMAN,0.017369123990557216
E9PMD0_HUMAN,0.01736880692420418
TOPK_HUMAN,0.017370288925620994
INT10_HUMAN,0.017370389903939857
RB33B_HUMAN,0.01737117960755743
ADCY1_HUMAN,0.017368630761191377
VPS35_HUMAN,0.017371164687857325
ANKE1_HUMAN,0.01736906836054974
GUC2F_HUMAN,0.017368978682066966
JAK2_HUMAN,0.017369460867302504
AAKG3_HUMAN,0.017369782257986077
EPHB1_HUMAN,0.017369412633534594
GNAS1_HUMAN,0.01736894359600614
GRB2_HUMAN,0.017369264941257605
MOES_HUMAN,0.017370078404079274
ST17B_HUMAN,0.017369204618281626
MYO1A_HUMAN,0.017368786714569238
ANR65_HUMAN,0.017369168936588384
EPHB3_HUMAN,0.017369567479993256
RB33A_HUMAN,0.01737048047965647
YTHD1_HUMAN,0.0173696718215437
AAPK1_HUMAN,0.017369755894519685
NKPD1_HUMAN,0.01736910015292544
AP3D1_HUMAN,0.01737001184905041
USO1_HUMAN,0.017372225487730535
CENPE_HUMAN,0.0173707568973572
KSR1_HUMAN,0.017370172911727065
IF5_HUMAN,0.017371730960880887
VPS54_HUMAN,0.017371583259393194
ANR26_HUMAN,0.01736969518678857
PIDD1_HUMAN,0.017370140637639638
KIFC1_HUMAN,0.017370766748506756
ST32A_HUMAN,0.017368642342332118
CTND1_HUMAN,0.01736921435635995
CSK22_HUMAN,0.01739059406416848
FLII_HUMAN,0.017369622701042073
RHG23_HUMAN,0.017369098226304686
CCNA1_HUMAN,0.017369909578774267
FCHO1_HUMAN,0.017369128925160546
MRCKG_HUMAN,0.01736903765485746
YTHD3_HUMAN,0.017369650752741387
TESK2_HUMAN,0.017369915080376996
VAV_HUMAN,0.017368901151003764
MYPT1_HUMAN,0.01736969383707419
TNK1_HUMAN,0.017367891710545
TFR1_HUMAN,0.017370408811702633
ANR44_HUMAN,0.01736996990371784
DYRK3_HUMAN,0.01736964161712709
SSH2_HUMAN,0.017368732526389603
ASB3_HUMAN,0.01736952738172674
GRM7_HUMAN,0.017368066039816072
TPC10_HUMAN,0.017370758742116705
MYH9_HUMAN,0.017369908434174325
MYLK4_HUMAN,0.017368934506951393
DCLK2_HUMAN,0.01736854240490786
OPALI_HUMAN,0.017367604517124755
KEAP1_HUMAN,0.01737024933747698
TPM3_HUMAN,0.017369619087240773
TBD2B_HUMAN,0.017369774015925057
RBNS5_HUMAN,0.017371014276830823
MYO9A_HUMAN,0.01736931408004125
TBB4B_HUMAN,0.017372166408545952
KCC1D_HUMAN,0.01736942734098604
KIF9_HUMAN,0.01737017748504405
HERC3_HUMAN,0.01737044011596175
EXOC5_HUMAN,0.017370288141679197
EPHA4_HUMAN,0.017369200143219257
A20A3_HUMAN,0.01736886819758463
CCNJL_HUMAN,0.01736979403160014
LDH6A_HUMAN,0.017369696349094656
DMP1_HUMAN,0.017369369352541467
KIF4A_HUMAN,0.0173708136620337
MYO5A_HUMAN,0.017369685863301978
SSH3_HUMAN,0.017369360663391287
OSBP2_HUMAN,0.017368857924576268
EXOC2_HUMAN,0.01737041566356407
HCK_HUMAN,0.01736902120472496
ARL4C_HUMAN,0.01736953325923666
CPSM_HUMAN,0.017370606983646678
RHG25_HUMAN,0.017367243701467586
GOGA1_HUMAN,0.017371790346298502
IQGA2_HUMAN,0.017368967997736018
RLA1_HUMAN,0.017372261711309848
NCF2_HUMAN,0.017368451218801005
RALY_HUMAN,0.01737103091029605
KIF27_HUMAN,0.017369503454445726
VGFR3_HUMAN,0.017368671149723427
PP5D1_HUMAN,0.017369735408276018
IFT88_HUMAN,0.017369877319628847
RAB5A_HUMAN,0.017370938361932015
ZPBP1_HUMAN,0.017366289229554983
A0A087WTP8_HUMAN,0.017369198889732124
ARF1_HUMAN,0.017370531051872907
RFIP2_HUMAN,0.017369744356074576
DYN3_HUMAN,0.017369568736723837
FSCN3_HUMAN,0.01736395356649983
PLXA1_HUMAN,0.017368120048907244
